,bpr_loss,ndcg
0,2.059940814971924,0.050947532057762146
1,1.1562501192092896,0.10019020736217499
2,0.8332788944244385,0.15205417573451996
3,0.6795939207077026,0.19956226646900177
4,0.5897208452224731,0.23718389868736267
5,0.552288830280304,0.24825964868068695
6,0.5352010726928711,0.2618454098701477
7,0.5127401351928711,0.26469749212265015
8,0.5016711354255676,0.27641040086746216
9,0.4914030134677887,0.2829182744026184
10,0.49012038111686707,0.28243133425712585
11,0.4946058392524719,0.28233981132507324
12,0.49339279532432556,0.27850979566574097
13,0.48757460713386536,0.28334975242614746
14,0.479217529296875,0.2911635935306549
15,0.47580310702323914,0.3001500964164734
16,0.48424872756004333,0.2880741059780121
17,0.4784054756164551,0.2910764813423157
18,0.48747536540031433,0.28462713956832886
19,0.4776286780834198,0.2950446307659149
20,0.4818721413612366,0.2880792021751404
21,0.4824584722518921,0.29220321774482727
22,0.482167512178421,0.2922098934650421
23,0.47602033615112305,0.2941145598888397
24,0.4747418761253357,0.29670125246047974
25,0.47252157330513,0.29875627160072327
26,0.4796016216278076,0.28690463304519653
27,0.4742123484611511,0.28806984424591064
28,0.47927653789520264,0.28729599714279175
29,0.4768587648868561,0.2935221493244171
30,0.47499606013298035,0.2934204936027527
31,0.47825855016708374,0.29377132654190063
32,0.48085784912109375,0.29008957743644714
33,0.4853310286998749,0.28470751643180847
34,0.4765819013118744,0.2925116717815399
35,0.48129820823669434,0.2898770272731781
36,0.4756322205066681,0.2924154996871948
37,0.4729325473308563,0.2944466769695282
38,0.4706292748451233,0.2911839485168457
39,0.47909340262413025,0.2926194667816162
40,0.48060306906700134,0.2860254943370819
41,0.47438064217567444,0.2919488549232483
42,0.4782004952430725,0.28706130385398865
43,0.47766658663749695,0.2930918037891388
44,0.4815041124820709,0.29245132207870483
45,0.48267942667007446,0.28842949867248535
46,0.4827474355697632,0.2928120493888855
47,0.48139041662216187,0.29037362337112427
48,0.4814852178096771,0.29222992062568665
49,0.4890272319316864,0.29148873686790466
50,0.36247578263282776,0.3643833100795746
51,0.3250311315059662,0.37648290395736694
52,0.30340492725372314,0.382145494222641
53,0.2901114225387573,0.3852366507053375
54,0.2845515012741089,0.381684273481369
55,0.28064414858818054,0.3789941370487213
56,0.2779642641544342,0.38184788823127747
57,0.28175023198127747,0.37545156478881836
58,0.27742043137550354,0.3729354739189148
59,0.2713834345340729,0.37714800238609314
60,0.27296289801597595,0.3789623975753784
61,0.2753247320652008,0.3736409544944763
62,0.27433812618255615,0.3741939663887024
63,0.2781054377555847,0.3742060959339142
64,0.277384877204895,0.36481747031211853
65,0.2788853049278259,0.37087950110435486
66,0.27798616886138916,0.3660050630569458
67,0.2776997685432434,0.3714964687824249
68,0.278501033782959,0.3698370158672333
69,0.27810153365135193,0.37050291895866394
70,0.2750174403190613,0.3751893639564514
71,0.2766695022583008,0.37186264991760254
72,0.27710574865341187,0.3677390515804291
73,0.2741544246673584,0.3703625500202179
74,0.27654382586479187,0.36706629395484924
